SubmissionDate,Province,District,Village,Site_Visit_ID,KEY,Tool,Interview_Type,HF_Type,ID,Surveyor_Id
2025-12-04T05:51:07.248Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:901d1928-0d58-40d1-981b-ba308dc49202,HER_Re_Vignette_R3,,SHC,,FR3859
2025-12-04T05:51:18.659Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:047ecc34-7092-43e8-ae20-071e6b4d9b39,HER_Re_Vignette_R3,,SHC,,FR3859
2025-12-04T05:55:41.468Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:2273c7f7-a1d8-458b-9046-bf3009b0a800,HER_Re_HF_Level_Data_Verification_Tool_R3,4,SHC,,FR3859
2025-12-04T05:57:25.827Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:9422011b-e9ee-48dd-8c04-3e976adb4392,HER_Re_HF_Level_Data_Verification_Tool_R3,3,SHC,,FR3859
2025-12-04T05:58:20.829Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:0b21d9d4-74a6-4124-9a8d-2eb3cdfc1e5f,HER_Re_HF_Level_Data_Verification_Tool_R3,1,SHC,,FR3859
2025-12-04T07:37:26.735Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:10ec3363-b72f-47c8-8336-9422658c9594,HER_Re_Vignette_R3,,SHC,,FR3984
2025-12-04T07:37:36.448Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:3defbd78-6940-4e05-a552-7063f2a2a3f6,HER_Re_Vignette_R3,,SHC,,FR3984
2025-12-04T07:37:39.853Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:fe2fcd0f-a4b8-48c2-b9c7-5b1c31ff1cd7,HER_Re_Vignette_R3,,SHC,,FR3984
2025-12-04T07:41:54.921Z,Wardak,DayMeerdaad,Tangi Saydan CHC+ (0203),HER-WDK-HF203-Q2-2025-1257-01,uuid:07844917-f3d0-42f0-98e8-2f5e99a4ada2,HER_Re_HF_Level_Data_Verification_Tool_R3,1,CHC,,FR3923
2025-12-04T07:45:38.342Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:3d051975-4fc7-4c45-9019-ab716a6fd2e1,HER_Re_HF_Level_Data_Verification_Tool_R3,2,SHC,,FR3984
2025-12-04T07:46:16.365Z,Faryab,Kohestan (Faryab),Malghee SC (2890),HER-FYB-HF2890-Q2-2025-1090-01,uuid:057790c8-2ca3-495b-8415-567a095398eb,HER_Re_HF_Level_Data_Verification_Tool_R3,6,SHC,,FR3984
2025-12-04T07:46:53.506Z,Wardak,DayMeerdaad,Qul Zangi Clinic (1813),HER-WDK-HF1813-Q2-2025-1261-01,uuid:a6823517-f2a7-4063-ab65-4d81cbffa749,HER_Re_HF_Level_Data_Verification_Tool_R3,1,BHC,,FR3923
2025-12-04T07:47:41.793Z,Wardak,DayMeerdaad,Tangi Saydan CHC+ (0203),HER-WDK-HF203-Q2-2025-1257-01,uuid:11f85d4c-510f-4008-8227-bd549bd85ad5,HER_Re_QoC_Interview_with_Health_Workers_R3,,CHC,,FR3923
2025-12-04T07:48:19.290Z,Wardak,DayMeerdaad,Qul Zangi Clinic (1813),HER-WDK-HF1813-Q2-2025-1261-01,uuid:fe1e497c-da4f-44f1-99bd-690f8a21834f,HER_Re_QoC_Interview_with_Health_Workers_R3,,BHC,,FR3923
2025-12-04T07:52:01.109Z,Wardak,DayMeerdaad,Tangi Saydan CHC+ (0203),HER-WDK-HF203-Q2-2025-1257-01,uuid:97a22489-19d3-4451-a957-e79eae3a0cfc,HER_Rev_Service_Assessment_Sampling_Verification_R3,PV-4,CHC,,FR3923
2025-12-04T07:56:03.245Z,Balkh,Zari,Sar-e-Bast SC (3895),HER-BAL-HF3895-Q2-2025-1018-01,uuid:2f72b811-d8b9-44d1-b77a-499994484a99,HER_Re_Vignette_R3,,SHC,,FR3846
2025-12-04T07:58:00.820Z,Wardak,DayMeerdaad,Tangi Saydan CHC+ (0203),HER-WDK-HF203-Q2-2025-1257-01,uuid:76de9835-d81d-4dbd-a773-f804105eaf99,HER_Rev_Service_Assessment_Sampling_Verification_R3,U5-8,CHC,,FR3923
2025-12-04T08:03:46.919Z,Balkh,Sholgarah,,HER-BAL-HF561-Q2-2025-1264-01,uuid:2701f5f4-7c15-4ab7-be9c-b8878a02b0e3,HER_Re_QQC_R3,9,DH,,FR3846
2025-12-04T08:07:25.418Z,Wardak,DayMeerdaad,Tangi Saydan CHC+ (0203),HER-WDK-HF203-Q2-2025-1257-01,uuid:a1676c86-0adf-42cf-9559-44fad17ad09b,HER_Rev_Service_Assessment_Sampling_Verification_R3,TB-7,CHC,,FR3923
2025-12-04T08:10:32.470Z,Wardak,DayMeerdaad,Tangi Saydan CHC+ (0203),HER-WDK-HF203-Q2-2025-1257-01,uuid:42bba763-36c3-4e1f-a45f-d1f6f6c4a143,HER_Rev_Service_Assessment_Sampling_Verification_R3,GM-9,CHC,,FR3923
2025-12-04T08:10:38.579Z,Balkh,Zari,Poshte Gardana SC (3433),HER-BAL-HF3433-Q2-2025-1017-01,uuid:0d2377fb-d62a-48d7-9067-a90b128da695,HER_Re_HF_Level_Data_Verification_Tool_R3,3,SHC,,FR3846
2025-12-04T08:11:01.236Z,Balkh,Zari,Sar-e-Bast SC (3895),HER-BAL-HF3895-Q2-2025-1018-01,uuid:ed427a15-633c-445e-85c9-c5fda4ce534b,HER_Re_Vignette_R3,,SHC,,FR3846
2025-12-04T08:11:06.596Z,Balkh,Zari,Sar-e-Bast SC (3895),HER-BAL-HF3895-Q2-2025-1018-01,uuid:5aff24e9-2001-46e4-9600-d63f43c49b18,HER_Re_Vignette_R3,,SHC,,FR3846
2025-12-04T08:11:12.271Z,Balkh,Zari,Baizaa SC (3109),HER-BAL-HF3109-Q2-2025-1022-01,uuid:a489a7d5-47bd-4f99-922f-2906fb28fea2,HER_Re_Vignette_R3,,SHC,,FR3846
2025-12-04T08:11:21.093Z,Balkh,Zari,Baizaa SC (3109),HER-BAL-HF3109-Q2-2025-1022-01,uuid:6de0b19f-c452-483b-bde5-1e8e400c8d80,HER_Re_Vignette_R3,,SHC,,FR3846
2025-12-04T08:11:31.459Z,Balkh,Zari,Baizaa SC (3109),HER-BAL-HF3109-Q2-2025-1022-01,uuid:26b921e6-593a-4295-a8d0-c3bc8b7532ca,HER_Re_Vignette_R3,,SHC,,FR3846
2025-12-04T08:13:39.814Z,Wardak,DayMeerdaad,Qul Zangi Clinic (1813),HER-WDK-HF1813-Q2-2025-1261-01,uuid:4d1b85a9-d297-4a34-88f5-08321a51d0dd,HER_Rev_Service_Assessment_Sampling_Verification_R3,U5-8,BHC,,FR3923
2025-12-04T08:17:23.052Z,Wardak,DayMeerdaad,Qul Zangi Clinic (1813),HER-WDK-HF1813-Q2-2025-1261-01,uuid:54b77a5e-f883-4966-8c57-bfbe8c9ac126,HER_Rev_Service_Assessment_Sampling_Verification_R3,PV-4,BHC,,FR3923
2025-12-04T08:21:09.161Z,Wardak,DayMeerdaad,Qul Zangi Clinic (1813),HER-WDK-HF1813-Q2-2025-1261-01,uuid:8a42083d-751c-47e7-b3fe-63c7a88e28ec,HER_Rev_Service_Assessment_Sampling_Verification_R3,GM-9,BHC,,FR3923
2025-12-04T08:24:07.423Z,Wardak,DayMeerdaad,Qul Zangi Clinic (1813),HER-WDK-HF1813-Q2-2025-1261-01,uuid:54d4f1b8-41ba-4866-a3a7-dfda6c537828,HER_Rev_Service_Assessment_Sampling_Verification_R3,TB-7,BHC,,FR3923
2025-12-04T09:26:44.810Z,Balkh,Zari,Poshte Gardana SC (3433),HER-BAL-HF3433-Q2-2025-1017-01,uuid:d9fb3683-2eb7-48e6-b21d-1f7d9e94ed45,HER_Re_HF_Level_Data_Verification_Tool_R3,4,SHC,,FR3846
2025-12-04T09:33:53.402Z,Balkh,Zari,Sar-e-Bast SC (3895),HER-BAL-HF3895-Q2-2025-1018-01,uuid:4fcfaaec-1b26-4422-9373-a9b996f2d582,HER_Re_HF_Level_Data_Verification_Tool_R3,3,SHC,,FR3846
2025-12-04T09:36:11.621Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:9d7c9623-4fa9-448f-9228-47caba388f21,HER_Re_HF_Level_Data_Verification_Tool_R3,1,SHC,,FR3987
2025-12-04T09:36:13.247Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:bda36ab0-b60d-4fd1-8a56-ebcc12673de3,HER_Re_QoC_Interview_with_Health_Workers_R3,,SHC,,FR3987
2025-12-04T09:37:07.589Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:af05739f-d61b-4785-995a-99da91c189dd,HER_Rev_Service_Assessment_Sampling_Verification_R3,U5-8,SHC,,FR3987
2025-12-04T09:37:51.777Z,Nangarhar,Jalal Abad,Joy-e-Haft Clinic (2168),HER-NGR-HF2168-Q2-2025-1054-01,uuid:d5690191-6694-4236-bc39-5cbd6b807167,HER_Re_Vignette_R3,,BHC,,FR2579
2025-12-04T09:37:53.315Z,Nangarhar,Jalal Abad,Joy-e-Haft Clinic (2168),HER-NGR-HF2168-Q2-2025-1054-01,uuid:febb7c5a-ce6a-467b-aacc-4135e782ae44,HER_Re_Vignette_R3,,BHC,,FR2579
2025-12-04T09:37:54.109Z,Nangarhar,Jalal Abad,Joy-e-Haft Clinic (2168),HER-NGR-HF2168-Q2-2025-1054-01,uuid:47a0f600-69a9-4b4b-956b-827017ff3877,HER_Re_Vignette_R3,,BHC,,FR2579
2025-12-04T09:37:56.045Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:ae87f262-5679-45af-b2e2-0b41b50af17a,HER_Rev_Service_Assessment_Sampling_Verification_R3,PV-4,SHC,,FR3987
2025-12-04T09:38:30.766Z,Nangarhar,Jalal Abad,,HER-NGR-HF2168-Q2-2025-1054-01,uuid:eace57e5-6fc0-4c2a-be73-a011d50441d0,HER_Re_QQC_R3,3,BHC,,FR2579
2025-12-04T09:38:32.397Z,Nangarhar,Jalal Abad,,HER-NGR-HF2168-Q2-2025-1054-01,uuid:106617d8-6ee5-4165-bf02-57847bc228fb,HER_Re_QQC_R3,5,BHC,,FR2579
2025-12-04T09:39:26.500Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:2af1b756-d0ec-42fa-bbc1-8093964d1a56,HER_Rev_Service_Assessment_Sampling_Verification_R3,GM-9,SHC,,FR3987
2025-12-04T09:41:01.472Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:b96860f3-62c6-4f0c-bbad-310972c7a15c,HER_Rev_Service_Assessment_Sampling_Verification_R3,ANC-1,SHC,,FR4734
2025-12-04T09:42:45.042Z,Balkh,Zari,Sar-e-Bast SC (3895),HER-BAL-HF3895-Q2-2025-1018-01,uuid:a85fa16f-ce49-44a4-806f-d2fa19b286c9,HER_Re_HF_Level_Data_Verification_Tool_R3,4,SHC,,FR3846
2025-12-04T09:48:57.956Z,Balkh,Zari,Baizaa SC (3109),HER-BAL-HF3109-Q2-2025-1022-01,uuid:0322c13f-f9ff-434c-bae9-11993bf6ab9a,HER_Re_HF_Level_Data_Verification_Tool_R3,3,SHC,,FR3846
2025-12-04T09:52:11.379Z,Khost,Khost (Matoon),Khost Hospital (0682),HER-KHO-HF682-Q2-2025-1271-01,uuid:abd88ccd-dace-440d-bfa7-36f301754459,HER_Re_Vignette_R3,,PH,,FR4008
2025-12-04T09:52:13.740Z,Khost,Khost (Matoon),Khost Hospital (0682),HER-KHO-HF682-Q2-2025-1271-01,uuid:471af202-30b5-43c9-a496-87dd59aca230,HER_Re_Vignette_R3,,PH,,FR4008
2025-12-04T10:00:43.431Z,Balkh,Zari,Baizaa SC (3109),HER-BAL-HF3109-Q2-2025-1022-01,uuid:e62505aa-97be-4c3f-9188-3daeb839e2dd,HER_Re_HF_Level_Data_Verification_Tool_R3,4,SHC,,FR3846
2025-12-04T10:05:42.120Z,Balkh,Zari,,HER-BAL-HF1873-Q2-2025-1028-01,uuid:8cf964f3-d6f3-42f4-8567-fec7aaf17031,HER_Re_QQC_R3,2,BHC,,FR3846
2025-12-04T10:06:59.773Z,Balkh,Zari,,HER-BAL-HF1873-Q2-2025-1028-01,uuid:b56069fa-79f9-4904-a219-97c28a53436b,HER_Re_QQC_R3,4,BHC,,FR3846
2025-12-04T10:10:17.956Z,Kunar,SarKaani,Ganjgal SC (3942),HER-KNR-HF3942-Q2-2025-1141-01,uuid:d43b94b4-6b25-4b34-ae5b-705189c28859,HER_Rev_Service_Assessment_Sampling_Verification_R3,GM-9,SHC,,FR0895
2025-12-04T10:12:09.009Z,Balkh,Zari,,HER-BAL-HF1873-Q2-2025-1028-01,uuid:bacf557a-1e4c-4762-9f78-9ac2c40a626b,HER_Re_QQC_R3,8,BHC,,FR3846
2025-12-04T10:19:43.263Z,Balkh,Zari,,HER-BAL-HF1873-Q2-2025-1028-01,uuid:43c95384-f612-44f4-9b6a-556c49b8161e,HER_Re_QQC_R3,9,BHC,,FR3846
2025-12-04T10:35:27.894Z,Logar,Mohammad Aagha,Deh Naw Clinic (1522),HER-LGR-HF1522-Q2-2025-1165-01,uuid:50b47d68-9f89-4908-91a7-f26a8602c157,HER_Re_QoC_Interview_with_Health_Workers_R3,,CHC,,FR4794
2025-12-04T10:45:52.734Z,Logar,Mohammad Aagha,Deh Naw Clinic (1522),HER-LGR-HF1522-Q2-2025-1165-01,uuid:c82c94d0-e2fc-4007-8f7d-399adb8ece51,HER_Rev_Service_Assessment_Sampling_Verification_R3,PNC-2,CHC,,FR4794
2025-12-04T10:47:23.921Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:f6350966-0593-472c-84a6-d736f70be173,HER_Re_QoC_Interview_with_Health_Workers_R3,,CHC,,FR2735
2025-12-04T10:48:12.265Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:40a1d807-9f56-4f32-ac47-acef80ac3d60,HER_Rev_Service_Assessment_Sampling_Verification_R3,TB-7,CHC,,FR2735
2025-12-04T10:49:23.521Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:186996e8-bb40-4576-99dc-abcadb96bade,HER_Rev_Service_Assessment_Sampling_Verification_R3,U5-8,CHC,,FR2735
2025-12-04T10:50:28.885Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:1ffce2ce-1f7d-4d32-82fc-432621ea809f,HER_Rev_Service_Assessment_Sampling_Verification_R3,GM-9,CHC,,FR2735
2025-12-04T10:51:31.002Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:788c5453-cf99-4fe6-bd01-62e4bfd85636,HER_Rev_Service_Assessment_Sampling_Verification_R3,PV-4,CHC,,FR2735
2025-12-04T10:53:51.900Z,Logar,Mohammad Aagha,Deh Naw Clinic (1522),HER-LGR-HF1522-Q2-2025-1165-01,uuid:6cd5afe0-1718-49bc-b85d-ceb1b507bbee,HER_Rev_Service_Assessment_Sampling_Verification_R3,TT-6,CHC,,FR4794
2025-12-04T10:54:36.360Z,Logar,Mohammad Aagha,Deh Naw Clinic (1522),HER-LGR-HF1522-Q2-2025-1165-01,uuid:95b4ce9b-a327-497a-8329-d3934464f0f1,HER_Rev_Service_Assessment_Sampling_Verification_R3,ID-3,CHC,,FR4794
2025-12-04T10:55:40.752Z,Logar,Mohammad Aagha,Deh Naw Clinic (1522),HER-LGR-HF1522-Q2-2025-1165-01,uuid:4da1d24e-7832-4b6b-acfb-39578f46b449,HER_Rev_Service_Assessment_Sampling_Verification_R3,ANC-1,CHC,,FR4794
2025-12-04T11:08:42.536Z,Kabul,Kabul,Asya Bini SHC (2746),HER-KBL-HF2746-Q2-2025-1110-01,uuid:005cc78c-11e5-450f-b293-3109a39afa85,HER_Re_QoC_Interview_with_Health_Workers_R3,,SHC,,FR3665
2025-12-04T11:42:05.567Z,Kabul,Qara Bagh (Kabul),Qarabgah Bagh-e-Elm Clinic (2153),HER-KBL-HF2153-Q2-2025-1108-01,uuid:6e166cca-6382-441e-b3f3-f935df9803b2,HER_Re_Vignette_R3,,BHC,,FR4731
2025-12-04T11:44:20.265Z,Kabul,Qara Bagh (Kabul),,HER-KBL-HF2153-Q2-2025-1108-01,uuid:5243fc72-eb20-48d0-81d9-ddcaddfa826f,HER_Re_QQC_R3,10,BHC,,FR4731
2025-12-04T11:44:37.286Z,Kabul,Qara Bagh (Kabul),,HER-KBL-HF2153-Q2-2025-1108-01,uuid:65bb5c03-e22b-41a0-862a-71319333449f,HER_Re_QQC_R3,4,BHC,,FR4731
2025-12-04T11:45:11.652Z,Kabul,Qara Bagh (Kabul),,HER-KBL-HF2153-Q2-2025-1108-01,uuid:d6e5e815-46bf-44df-832a-66bea46ea52e,HER_Re_QQC_R3,9,BHC,,FR4731
2025-12-04T11:48:04.881Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:df096b03-3f98-4cbf-bc76-3cf080ab7d2f,HER_Re_QoC_Interview_with_Health_Workers_R3,,SHC,,FR4734
2025-12-04T12:01:31.524Z,Jawzjan,Qarqeen,Kawk SHC (2588),HER-JZJ-HF2588-Q2-2025-1099-01,uuid:17813aff-5496-46c0-b39d-f22e7722bcc3,HER_Re_HF_Level_Data_Verification_Tool_R3,1,SHC,,FR1073
2025-12-04T12:04:41.880Z,Jawzjan,Qarqeen,Kawk SHC (2588),HER-JZJ-HF2588-Q2-2025-1099-01,uuid:56a9b6bb-046e-4bf5-8ec8-379a9f6b9411,HER_Rev_Service_Assessment_Sampling_Verification_R3,U5-8,SHC,,FR1073
2025-12-04T12:06:40.876Z,Jawzjan,Qarqeen,Kawk SHC (2588),HER-JZJ-HF2588-Q2-2025-1099-01,uuid:9c170a6e-c329-43c5-a6ab-e6385f9bd88f,HER_Rev_Service_Assessment_Sampling_Verification_R3,GM-9,SHC,,FR1073
2025-12-04T12:07:57.882Z,Jawzjan,Qarqeen,Kawk SHC (2588),HER-JZJ-HF2588-Q2-2025-1099-01,uuid:fae0d7dc-895f-46bb-ba8c-49762a879067,HER_Rev_Service_Assessment_Sampling_Verification_R3,ID-3,SHC,,FR4740
2025-12-04T12:11:46.426Z,Jawzjan,Qarqeen,Kawk SHC (2588),HER-JZJ-HF2588-Q2-2025-1099-01,uuid:90a44fa4-4cbb-42bd-9017-e04696136ce8,HER_Rev_Service_Assessment_Sampling_Verification_R3,PV-4,SHC,,FR1073
2025-12-04T12:30:07.887Z,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HER-KBL-HF36-Q2-2025-1105-01,uuid:736eaec3-dcd7-4ca7-9493-3e896774d20e,HER_Re_HF_Level_Data_Verification_Tool_R3,1,BHC,,FR3665
2025-12-04T12:31:54.386Z,Kabul,Deh Sabz,Nawah Clinic (0002),HER-KBL-HF2-Q2-2025-1104-01,uuid:30e42ab4-9dba-411f-a809-07ff091a7e86,HER_Re_QoC_Interview_with_Health_Workers_R3,,BHC,,FR3665
2025-12-04T12:32:20.407Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:391015d1-6d78-4647-83c0-b740e98d41b5,HER_Rev_Service_Assessment_Sampling_Verification_R3,TT-6,CHC,,FR4651
2025-12-04T12:32:26.549Z,Kabul,Kabul,Asya Bini SHC (2746),HER-KBL-HF2746-Q2-2025-1110-01,uuid:755bf36c-5680-470d-a9d3-733a3693b012,HER_Re_HF_Level_Data_Verification_Tool_R3,1,SHC,,FR3665
2025-12-04T12:32:36.584Z,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HER-KBL-HF36-Q2-2025-1105-01,uuid:1547030b-868d-44f4-9c7b-fe0b4bb37d0b,HER_Re_QoC_Interview_with_Health_Workers_R3,,BHC,,FR3665
2025-12-04T12:32:41.486Z,Sar-e-Pul,Balkhab,Tale Aashoqan SHC (2250),HER-SRP-HF2250-Q2-2025-1237-01,uuid:2830c4cc-b7c5-4d67-931f-8ea76e73ffca,HER_Re_Vignette_R3,,SHC,,FR2615
2025-12-04T12:32:55.666Z,Sar-e-Pul,Balkhab,Tale Aashoqan SHC (2250),HER-SRP-HF2250-Q2-2025-1237-01,uuid:321427eb-ac15-4a46-9ba4-59eb58cbebb7,HER_Re_Vignette_R3,,SHC,,FR2615
2025-12-04T12:33:05.483Z,Sar-e-Pul,Balkhab,Tale Aashoqan SHC (2250),HER-SRP-HF2250-Q2-2025-1237-01,uuid:b94b0318-36fb-4c6a-93c0-b77e5d59103c,HER_Re_Vignette_R3,,SHC,,FR2615
2025-12-04T12:33:22.036Z,Kabul,Deh Sabz,Nawah Clinic (0002),HER-KBL-HF2-Q2-2025-1104-01,uuid:0a0d5f7e-6653-4efc-8ce5-a6c156866141,HER_Rev_Service_Assessment_Sampling_Verification_R3,GM-9,BHC,,FR3665
2025-12-04T12:33:59.032Z,Kabul,Deh Sabz,Nawah Clinic (0002),HER-KBL-HF2-Q2-2025-1104-01,uuid:fdc6574e-0508-4adf-8541-8b3fbbe7a3c1,HER_Rev_Service_Assessment_Sampling_Verification_R3,U5-8,BHC,,FR3665
2025-12-04T12:34:37.836Z,Kabul,Deh Sabz,Nawah Clinic (0002),HER-KBL-HF2-Q2-2025-1104-01,uuid:9c647742-8393-4303-8ddb-11207a57ea77,HER_Rev_Service_Assessment_Sampling_Verification_R3,PV-4,BHC,,FR3665
2025-12-04T12:35:18.031Z,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HER-KBL-HF36-Q2-2025-1105-01,uuid:f2c0645d-7b07-4fcc-85da-bab032f9f055,HER_Rev_Service_Assessment_Sampling_Verification_R3,PV-4,BHC,,FR3665
2025-12-04T12:35:56.731Z,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HER-KBL-HF36-Q2-2025-1105-01,uuid:daf62b00-1e79-447b-bf52-2f7bb75d1239,HER_Rev_Service_Assessment_Sampling_Verification_R3,U5-8,BHC,,FR3665
2025-12-04T12:36:14.759Z,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HER-KBL-HF36-Q2-2025-1105-01,uuid:a4089ab6-7b59-4bf2-8eb9-3e414bdaa246,HER_Rev_Service_Assessment_Sampling_Verification_R3,TB-7,BHC,,FR3665
2025-12-04T12:36:36.098Z,Kabul,Deh Sabz,Bakhtyaran Clinic (0036),HER-KBL-HF36-Q2-2025-1105-01,uuid:18f97c54-5cc8-431a-ac6d-89bdbeca8854,HER_Rev_Service_Assessment_Sampling_Verification_R3,GM-9,BHC,,FR3665
2025-12-04T12:37:20.299Z,Kabul,Kabul,Asya Bini SHC (2746),HER-KBL-HF2746-Q2-2025-1110-01,uuid:7efb74f3-8b53-4808-9d00-5861964d32c5,HER_Rev_Service_Assessment_Sampling_Verification_R3,GM-9,SHC,,FR3665
2025-12-04T12:37:33.117Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:9645d4ad-53d8-4260-ae8b-190d45459705,HER_Rev_Service_Assessment_Sampling_Verification_R3,PNC-2,CHC,,FR4651
2025-12-04T12:37:37.568Z,Kabul,Kabul,Asya Bini SHC (2746),HER-KBL-HF2746-Q2-2025-1110-01,uuid:7d5b4f09-b682-4eb8-be40-4b921577dabc,HER_Rev_Service_Assessment_Sampling_Verification_R3,PV-4,SHC,,FR3665
2025-12-04T12:39:01.173Z,Sar-e-Pul,Balkhab,Tale Aashoqan SHC (2250),HER-SRP-HF2250-Q2-2025-1237-01,uuid:17b45505-a427-49e5-a5c5-f36d5c7f346e,HER_Re_HF_Level_Data_Verification_Tool_R3,1,SHC,,FR2615
2025-12-04T12:39:46.680Z,Kabul,Kabul,Asya Bini SHC (2746),HER-KBL-HF2746-Q2-2025-1110-01,uuid:7feed66a-7b46-4be1-8de2-b2168a6a0a6c,HER_Rev_Service_Assessment_Sampling_Verification_R3,U5-8,SHC,,FR3665
2025-12-04T12:40:12.996Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:41ab01bc-02a9-40a0-b17e-7bb7d2042e26,HER_Rev_Service_Assessment_Sampling_Verification_R3,ANC-1,CHC,,FR4651
2025-12-04T12:42:04.211Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:115be68e-0141-4df8-8ce4-31d51a34b623,HER_Rev_Service_Assessment_Sampling_Verification_R3,ID-3,CHC,,FR4651
2025-12-04T12:43:52.613Z,Sar-e-Pul,Balkhab,Tale Aashoqan SHC (2250),HER-SRP-HF2250-Q2-2025-1237-01,uuid:7ce70591-7e8a-47e0-a970-1856b63fb7b4,HER_Re_HF_Level_Data_Verification_Tool_R3,3,SHC,,FR2615
2025-12-04T12:44:23.145Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:b20403f5-194d-4104-a9dd-ce613117db2a,HER_Rev_Service_Assessment_Sampling_Verification_R3,PNC-2,SHC,,FR4734
2025-12-04T12:45:41.281Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:63f2d5a2-3f54-4131-aa1e-0a39cbc7ac04,HER_Rev_Service_Assessment_Sampling_Verification_R3,TT-6,SHC,,FR4734
2025-12-04T12:47:01.677Z,Ghazni,Qara Bagh (Ghazni),Asgheer SHC (2477),HER-GHA-HF2477-Q2-2025-1046-01,uuid:2516c452-18fb-455e-afac-6fc166aa67e5,HER_Rev_Service_Assessment_Sampling_Verification_R3,ID-3,SHC,,FR4734
2025-12-04T12:49:55.234Z,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HER-NGR-HF1181-Q2-2025-1051-01,uuid:eba9e0ce-e972-4240-9b86-40040016ba39,HER_Re_QoC_Interview_with_Health_Workers_R3,,CHC,,FR4651
2025-12-04T12:50:27.878Z,Sar-e-Pul,Balkhab,Tale Aashoqan SHC (2250),HER-SRP-HF2250-Q2-2025-1237-01,uuid:95440dde-425e-4985-a2b7-91938a8c8a20,HER_Re_HF_Level_Data_Verification_Tool_R3,4,SHC,,FR2615
2025-12-04T13:16:07.132Z,Kapisa,KohBand,Bola Ghayn Clinic (0055),HER-KPS-HF55-Q2-2025-1121-01,uuid:6132572b-2a82-4ab7-b3de-ae15f3564177,HER_Rev_Service_Assessment_Sampling_Verification_R3,U5-8,CHC,,FR3880
2025-12-04T13:16:26.202Z,Kapisa,KohBand,Bola Ghayn Clinic (0055),HER-KPS-HF55-Q2-2025-1121-01,uuid:80980003-30c5-40b1-986a-a8c37175de39,HER_Re_QoC_Interview_with_Health_Workers_R3,,CHC,,FR3880
